"match_id","series","round_num","tick","seconds","clock_time","player_steam_id","player_name","player_team","bomb_action","bomb_site","created_at"
"2x7q7fae",1,34,445635,25.28125,"01:30","76561198067197966","nouns.c1nyc","Nouns esports","plant_begin","B","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,34,446025,28.328125,"01:27","76561198067197966","nouns.c1nyc","Nouns esports","plant","B","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,34,448013,15.53125,"00:25","76561198140337447","WCbrett","Wildcard","defuse_start","B","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,34,448657,20.5625,"00:20","76561198140337447","WCbrett","Wildcard","defuse","B","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,35,457647,45.234375,"01:10","76561198067197966","nouns.c1nyc","Nouns esports","plant_begin","A","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,35,458037,48.28125,"01:07","76561198067197966","nouns.c1nyc","Nouns esports","plant","A","2023-06-02 13:29:55.166079+00"
"3z6hw9ra",1,5,67247,48.984375,"01:07","76561198125960766","abby","Shimmer","plant_begin","A","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,5,67637,52.03125,"01:03","76561198125960766","abby","Shimmer","plant","A","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,5,70395,21.546875,"00:19","76561198371036559","Kat","Nigma Galaxy","defuse_start","A","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,5,70434,21.8515625,"00:19","76561198371036559","Kat","Nigma Galaxy","defuse_aborted","A","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,5,70615,23.265625,"00:17","76561198371036559","Kat","Nigma Galaxy","defuse_start","A","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,5,71257,28.28125,"00:12","76561198371036559","Kat","Nigma Galaxy","defuse","A","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,8,106087,60.609375,"00:55","76561198387364231","lisa","Shimmer","plant_begin","A","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,8,106477,63.65625,"00:52","76561198387364231","lisa","Shimmer","plant","A","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,9,117351,40.6328125,"01:15","76561198366108712","vanessa","Shimmer","plant_begin","B","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,9,117741,43.6796875,"01:12","76561198366108712","vanessa","Shimmer","plant","B","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,9,120020,17.8046875,"00:23","76561198809859276","twenty3","Nigma Galaxy","defuse_start","B","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,9,120046,18.0078125,"00:22","76561198809859276","twenty3","Nigma Galaxy","defuse_aborted","B","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,9,120930,24.9140625,"00:16","76561198809859276","twenty3","Nigma Galaxy","defuse_start","B","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,9,121572,29.9296875,"00:11","76561198809859276","twenty3","Nigma Galaxy","defuse","B","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,10,137921,102.7265625,"00:13","76561197996934983","empathy","Shimmer","plant_begin","B","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,10,138311,105.7734375,"00:10","76561197996934983","empathy","Shimmer","plant","B","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,10,139586,9.9609375,"00:31","76561198809859276","twenty3","Nigma Galaxy","defuse_start","B","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,10,139978,13.0234375,"00:27","76561198809859276","twenty3","Nigma Galaxy","defuse_aborted","B","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,10,140024,13.3828125,"00:27","76561198116899423","ANa","Nigma Galaxy","defuse_start","B","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,10,140666,18.3984375,"00:22","76561198116899423","ANa","Nigma Galaxy","defuse","B","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,11,158308,70.984375,"00:45","76561198979041143","Lx_","Shimmer","plant_begin","B","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,11,158334,71.1875,"00:44","76561198979041143","Lx_","Shimmer","plant_abort","B","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,12,169172,49.09375,"01:06","76561198979041143","Lx_","Shimmer","plant_begin","A","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,12,169562,52.140625,"01:03","76561198979041143","Lx_","Shimmer","plant","A","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,12,172486,22.84375,"00:18","76561198116899423","ANa","Nigma Galaxy","defuse_start","A","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,12,172501,22.9609375,"00:18","76561198116899423","ANa","Nigma Galaxy","defuse_aborted","A","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,12,173091,27.5703125,"00:13","76561198116899423","ANa","Nigma Galaxy","defuse_start","A","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,12,173112,27.734375,"00:13","76561198116899423","ANa","Nigma Galaxy","defuse_aborted","A","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,14,208611,75.6875,"00:40","76561198366108712","vanessa","Shimmer","plant_begin","B","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,14,209001,78.734375,"00:37","76561198366108712","vanessa","Shimmer","plant","B","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,14,210444,11.2734375,"00:29","76561198116899423","ANa","Nigma Galaxy","defuse_start","B","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,14,211086,16.2890625,"00:24","76561198116899423","ANa","Nigma Galaxy","defuse","B","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,16,251883,35.015625,"01:20","76561198116899423","ANa","Nigma Galaxy","plant_begin","A","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,16,252273,38.0625,"01:17","76561198116899423","ANa","Nigma Galaxy","plant","A","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,18,268746,19.40625,"01:36","76561198809859276","twenty3","Nigma Galaxy","plant_begin","B","2023-06-03 11:56:28.975771+00"
"3z6hw9ra",1,18,269136,22.453125,"01:33","76561198809859276","twenty3","Nigma Galaxy","plant","B","2023-06-03 11:56:28.975771+00"
